id,area,en,ka,ru,de,fr,placeholders,ka corrected,ru corrected,de corrected,fr corrected,comment
ui.review.desc,interface,"Every rule and deadline the app uses, with its legal source. A qualified accountant signs each one off; editing a rule afterwards cancels the sign-off.","აპლიკაციაში გამოყენებული ყველა წესი და ვადა, სამართლებრივი წყაროთი. თითოეულს კვალიფიციური ბუღალტერი ადასტურებს; წესის შემდგომი ცვლილება დადასტურებას აუქმებს.","Все правила и сроки, которые использует приложение, с правовыми источниками. Каждое подтверждает квалифицированный бухгалтер; последующее изменение правила отменяет подтверждение.","Alle Regeln und Fristen der App mit ihrer Rechtsquelle. Ein qualifizierter Steuerberater gibt jede frei; wird eine Regel danach geändert, erlischt die Freigabe.","Toutes les règles et échéances utilisées par l’application, avec leur source juridique. Un comptable qualifié valide chacune ; toute modification ultérieure annule la validation.",,,,,,
ui.review.readonly,interface,You can see the status. Only accountants listed in REVIEWER_EMAILS can sign rules off.,სტატუსის ნახვა შეგიძლიათ. წესების დადასტურება მხოლოდ REVIEWER_EMAILS-ში მითითებულ ბუღალტრებს შეუძლიათ.,Вы видите статус. Подтверждать правила могут только бухгалтеры из REVIEWER_EMAILS.,"Sie sehen den Status. Freigeben können nur Steuerberater, die in REVIEWER_EMAILS stehen.",Vous voyez le statut. Seuls les comptables listés dans REVIEWER_EMAILS peuvent valider les règles.,,,,,,
ui.review.status.verified,interface,Verified,დადასტურებული,Подтверждено,Geprüft,Vérifiée,,,,,,
ui.review.status.unverified,interface,Not reviewed,შეუმოწმებელი,Не проверено,Nicht geprüft,Non vérifiée,,,,,,
ui.review.status.changes_requested,interface,Changes requested,საჭიროებს ცვლილებას,Нужны изменения,Änderungen erbeten,Modifications demandées,,,,,,
ui.review.status.outdated,interface,Changed since review,შეიცვალა შემოწმების შემდეგ,Изменено после проверки,Seit Prüfung geändert,Modifiée depuis la vérification,,,,,,
ui.review.kind.rule,interface,Rule,წესი,Правило,Regel,Règle,,,,,,
ui.review.kind.deadline,interface,Deadline,ვადა,Срок,Frist,Échéance,,,,,,
ui.review.effective,interface,in force from {from},მოქმედებს {from}-დან,действует с {from},gilt ab {from},en vigueur depuis le {from},{from},,,,,
ui.review.effectiveRange,interface,in force {from} – {to},მოქმედებს: {from} – {to},действует {from} – {to},gilt {from} – {to},en vigueur du {from} au {to},{from} {to},,,,,
ui.review.note,interface,How it was encoded,როგორ არის ჩაწერილი,Как закодировано,Wie kodiert,Comment elle est codée,,,,,,
ui.review.conditions,interface,Applies when,"ვრცელდება, როცა","Применяется, если","Gilt, wenn",S’applique si,,,,,,
ui.review.appliesTo,interface,Shown to companies where,"ჩანს კომპანიებისთვის, სადაც","Показывается компаниям, где","Angezeigt für Unternehmen, bei denen",Affichée pour les entreprises où,,,,,,
ui.review.allOf,interface,all of:,ყველა პირობა:,все условия:,alle Bedingungen:,toutes les conditions :,,,,,,
ui.review.anyOf,interface,any of:,ერთ-ერთი პირობა:,любое из условий:,eine der Bedingungen:,l’une des conditions :,,,,,,
ui.review.ifFalse,interface,Otherwise:,წინააღმდეგ შემთხვევაში:,Иначе:,Sonst:,Sinon :,,,,,,
ui.review.onlyWhen,interface,only when,"მხოლოდ მაშინ, როცა",только если,nur wenn,seulement si,,,,,,
ui.review.steps,interface,Calculation,გაანგარიშება,Расчёт,Berechnung,Calcul,,,,,,
ui.review.result,interface,result,შედეგი,результат,Ergebnis,résultat,,,,,,
ui.review.message,interface,Message when it applies,"შეტყობინება, როცა ვრცელდება","Сообщение, если применяется","Hinweis, wenn sie gilt",Message quand elle s’applique,,,,,,
ui.review.schedule,interface,Due,ვადა,Срок,Fällig,Échéance,,,,,,
ui.review.schedule.monthly,interface,by day {day} of the month after each month,ყოველი თვის შემდეგი თვის {day} რიცხვამდე,"до {day}-го числа месяца, следующего за каждым месяцем",bis zum {day}. des Folgemonats,avant le {day} du mois suivant chaque mois,{day},,,,,
ui.review.schedule.annual,interface,"every year by {date}, for {period}","ყოველწლიურად, {date}-მდე, {period}","ежегодно до {date}, за {period}","jährlich bis {date}, für {period}","chaque année avant le {date}, pour {period}",{date} {period},,,,,
ui.review.period.previous_year,interface,the previous year,წინა წლისთვის,прошлый год,das Vorjahr,l’année précédente,,,,,,
ui.review.period.current_year,interface,the current year,მიმდინარე წლისთვის,текущий год,das laufende Jahr,l’année en cours,,,,,,
ui.review.showRaw,interface,Show the rule file entry,წესის ფაილის ჩანაწერის ჩვენება,Показать запись в файле правил,Eintrag der Regeldatei anzeigen,Afficher l’entrée du fichier de règles,,,,,,
ui.review.credentials,interface,Your qualification,თქვენი კვალიფიკაცია,Ваша квалификация,Ihre Qualifikation,Votre qualification,,,,,,
ui.review.credentialsHint,interface,"e.g. certified accountant, registry No 123","მაგ. სერტიფიცირებული ბუღალტერი, რეესტრის № 123","напр. сертифицированный бухгалтер, реестр № 123","z. B. zertifizierter Steuerberater, Register-Nr. 123","p. ex. expert-comptable, registre n° 123",,,,,,
ui.review.notes,interface,Notes,შენიშვნები,Примечания,Anmerkungen,Remarques,,,,,,
ui.review.notesHint,interface,"What you checked, or what needs changing",რა შეამოწმეთ ან რა უნდა შეიცვალოს,Что вы проверили или что нужно изменить,Was Sie geprüft haben oder was geändert werden muss,"Ce que vous avez vérifié, ou ce qu’il faut changer",,,,,,
ui.review.needCredentials,interface,Enter your qualification first.,ჯერ მიუთითეთ თქვენი კვალიფიკაცია.,Сначала укажите свою квалификацию.,Geben Sie zuerst Ihre Qualifikation an.,Indiquez d’abord votre qualification.,,,,,,
ui.review.approve,interface,Approve,დადასტურება,Подтвердить,Freigeben,Valider,,,,,,
ui.review.requestChanges,interface,Request changes,ცვლილების მოთხოვნა,Запросить изменения,Änderungen erbitten,Demander des modifications,,,,,,
ui.review.history,interface,History,ისტორია,История,Verlauf,Historique,,,,,,
ui.review.by,interface,"{name} ({credentials}), {date}","{name} ({credentials}), {date}","{name} ({credentials}), {date}","{name} ({credentials}), {date}","{name} ({credentials}), {date}",{name} {credentials} {date},,,,,
ui.review.olderVersion,interface,(an earlier version),(ადრინდელი ვერსია),(более ранняя версия),(frühere Fassung),(version antérieure),,,,,,
ui.review.decision.approved,interface,Approved,დადასტურდა,Подтверждено,Freigegeben,Validée,,,,,,
ui.review.decision.changes_requested,interface,Changes requested,მოთხოვნილია ცვლილება,Запрошены изменения,Änderungen erbeten,Modifications demandées,,,,,,
ui.review.filter.open,interface,To review,შესამოწმებელი,К проверке,Zu prüfen,À vérifier,,,,,,
ui.review.filter.all,interface,All,ყველა,Все,Alle,Toutes,,,,,,
